names,mean_estimates,combined_se,t_stats,p_values
(Intercept),-0.678556767729869,,,
hsize,-0.0482697846832562,,,
head_gendrfemale,-0.00240009592267784,,,
age0-29,-0.0281539804017473,,,
age50-69,0.0784821237862926,,,
age+70,0.161885213048055,,,
edu_refsecondary,0.00855368981656591,,,
edu_reftertiary,0.0184315966778118,,,
quintile.gincometop-income,0.0498134977840317,,,
quintile.gwealthtop-wealth,0.417426068717028,,,
