V1,mean_estimates,combined_se,t_stats,p_values
(Intercept),-2.38785329671863,0.203432078043049,-11.737840559311,0
factor(wave)2,-0.19077174247364,0.0939346171083848,-2.03089923977144,0.0422652169283977
factor(wave)3,-0.16372430741767,0.0934274402210862,-1.75242206176509,0.0797012606322862
factor(wave)4,-0.0837269312445305,0.0928779453109554,-0.901472690467179,0.367337047706416
random_part,0.0655942116908056,0.825139573156616,0.256073446430198,0.908364458990983
eval,207234.273635587,207298.357125997,-103611.136817794,207222.273635587
