V1,mean_estimates,combined_se,t_stats,p_values
(Intercept),-2.317439577368,0.200641544229942,-11.5501482320737,0
factor(wave)2,-0.171339981600548,0.0842392023920741,-2.03396965706158,0.0419546548722787
factor(wave)3,-0.160179622374089,0.0843015261775171,-1.90007974513762,0.0574226553404291
random_part,0.0506139123450541,0.786581320850273,0.22492694668406,0.886868860286965
eval,149573.315330849,149625.221402459,-74781.6576654245,149563.315330849
