(Intercept)
factor(wave)2
factor(wave)3
factor(wave)4
hsize
head_gendrfemale
age0-29
age50-69
age+70
edu_refsecondary
edu_reftertiary
quintile.gwealthtop-wealth
quintile.gincometop-income
classEmployer
classSelf-Employed
classManager
classInactive
random_part
eval
-3.45410850045617
-0.159864328634388
-0.258753476631377
-0.200277382218674
-0.217363211801737
-0.000621412318627728
-0.156961976160717
0.260349181805942
0.495150634576952
0.121535245353365
0.171069673253974
2.12342827380692
0.61074107783026
0.572736407069785
0.850002303075294
-0.158987812654442
0.372987138451576
0.0854412969960752
111513.883167241
0.165531148792078
0.114790999133034
0.115202595597252
0.112992925090024
0.00835043146152122
0.0176810808176661
0.0442774392243227
0.0232111919372002
0.0331431628153836
0.0244648723419824
0.0271860111880024
0.0842620992768876
0.170900926041123
0.264838610241509
0.195867799956489
0.0341780091557829
0.0258667887853721
0.368781987989897
111766.641988162
-20.8668188776654
-1.39265560751081
-2.24607332230586
-1.77247718880725
-26.0301773391407
-0.0351456070494765
-3.54496508629375
11.216536510074
14.9397520488638
4.96774492237211
6.29256245320275
25.2002773729773
3.57365575469906
2.16258651466076
4.33967351072569
-4.6517575652162
14.4195377921245
0.0958116002045086
-55732.9415836204
0
0.163723958783978
0.0246993118023888
0.0763153786216118
0
0.971963634691028
0.000392665093889466
0
0
6.77359794476473e-07
3.12267545155009e-10
0
0.000352031681899678
0.030572996382604
1.42694560985035e-05
3.29117868291817e-06
0
0.521751138836553
111465.883167241
