names,mean_estimates,combined_se,t_stats,p_values
(Intercept),-0.753710628940163,,,
hsize,-0.00912677864430265,,,
head_gendrfemale,-0.0336656169254603,,,
age0-29,-0.0919056636925538,,,
age50-69,0.142466183797258,,,
age+70,0.220574816425835,,,
edu_refsecondary,0.0659188454848122,,,
edu_reftertiary,0.181299269817603,,,
