Estimate,Std. Error,t-value,Pr(>|t|),rsq
-0.0046925455525363,0.00182819535205586,-2.56676374724363,0.0137436561651799,0.130233260305047
-0.00934634585858445,0.00273962311281047,-3.41154438903693,0.00139537068476201,0.209182613728905
0.00111282148174635,0.00742696656650962,0.149835262052261,0.881579318220648,0.000509980826722424
-0.000846381202017893,0.00840396230319318,-0.100712160702613,0.920236478442807,0.000230468220186698
-0.000557653640569451,0.00709000150163208,-0.0786535292610421,0.937664828788714,0.000140579726953059
0.00148174580465636,0.00785207624200457,0.188707516201866,0.851189779121696,0.000808675666016038
-0.00119614062009496,0.00211962895463776,-0.564316041011706,0.575404629797133,0.00718555309363878
-0.00482676177844485,0.00303673383117881,-1.58945829525375,0.119117551143236,0.0542999003735526
