names,mean_estimates,combined_se,t_stats,p_values
(Intercept),-4.40032379018407,0.225488768754779,-19.5146029422399,4.0658146520346e-05
hsize,-0.0670996821882336,0.00617888242541454,-10.8595175581014,0.000408082857270938
head_gendrfemale,-0.045939922684894,0.0146812032982852,-3.12916603302263,0.0352135770762795
age0-29,-0.946063688367449,0.0411342369848705,-22.9994223234387,2.1175313455456e-05
age50-69,1.34161883357389,0.0193375358574012,69.3789965519523,2.58605603459214e-07
age+70,2.24706744686274,0.0226941714298834,99.0151790209808,6.23805044333388e-08
edu_refsecondary,0.823547864645445,0.0212255766663792,38.7997875200217,2.63580369110728e-06
edu_reftertiary,1.08444887335112,0.022930322325312,47.2932241407717,1.19581002320112e-06
